Case,C (GPa),dP/dh (N/m),Wp/Wt,hm (um),Pm (N),E* (GPa),sy (GPa)
0,107.93931557627688,193559.4297501369,0.6925623592727311,0.28875656665260374,0.009000018427999999,109.63,1.121
1,93.49915328531304,203446.6071069748,0.7350451474525775,0.31025406298898645,0.009000002564,109.63,1.121
2,100.39254856121693,199288.85006417902,0.7194961067959651,0.2994137207844674,0.009000049038999999,109.63,1.121
3,101.21839768120009,201837.96031554384,0.7270957423795638,0.29818961454191517,0.009000040945000001,109.63,1.121
4,102.30990407408707,197541.57256830056,0.7015883218703467,0.2965943771171431,0.009000020614,109.63,1.121
5,95.04899218755611,196718.078460254,0.7319366754930667,0.3077139635997837,0.008999987889,109.63,1.121
6,95.16322853619525,198651.15255147472,0.7287767642876112,0.30752913829462136,0.008999983439,109.63,1.121
7,98.63300092684537,201055.94767062413,0.7196612040583287,0.3020719878031941,0.009000013353,109.63,1.121
8,99.74516201674555,197718.6793867978,0.7204793693259324,0.3003824567692981,0.008999968099,109.63,1.121
9,94.96825103268156,201774.5011077052,0.7325152894573119,0.3078451478173731,0.009000011522000001,109.63,1.121
10,89.55463870844449,208949.97970099322,0.757197566503091,0.3170137105201957,0.009000034557,109.63,1.121
11,89.0994173504012,203138.7033173845,0.730890427391116,0.31782273672194533,0.009000047261,109.63,1.121
12,97.94701265081801,201311.53886880854,0.7125888744902743,0.30312806490126154,0.009000020296999998,109.63,1.121
13,93.44170371713051,198032.0624667704,0.7252724402756533,0.31035052073837205,0.009000066226000001,109.63,1.121
14,93.17078021489384,202806.7174121237,0.7299799653049975,0.31080049258501874,0.009000012843,109.63,1.121
15,99.18640297572237,202034.11260690266,0.7241940903469755,0.3012278042012689,0.008999994681,109.63,1.121
16,96.85562699603253,201494.63441350014,0.7181658250420077,0.3048304347925783,0.008999979246000002,109.63,1.121
17,98.8079533977251,203208.53688417058,0.716761019801732,0.3018046693723582,0.009000027018999998,109.63,1.121
18,90.63273655627532,202672.6612608032,0.7286401623410491,0.3151230471502381,0.00900006048,109.63,1.121
19,98.8735297488606,206500.0507961107,0.7247839357673378,0.30170389301271616,0.008999986682000001,109.63,1.121
20,90.53803481293562,201114.27151720165,0.7360675718656927,0.31528729549486084,0.009000031014,109.63,1.121
21,102.73963239159448,199404.11228650637,0.7221483707022314,0.295973184535377,0.009000004739,109.63,1.121
22,95.42600065170828,203536.40703790495,0.7323151389241692,0.3071061345384918,0.009000024799,109.63,1.121
23,100.58792046281874,195692.2997326546,0.7046306017120195,0.2991227400638765,0.009000045201000001,109.63,1.121
24,91.79584817503044,206897.14389594688,0.7326689923025348,0.3131199662034766,0.009000042533,109.63,1.121
25,90.50992750167033,200769.3833477365,0.7263266793863581,0.31533638845767253,0.00900003909,109.63,1.121
26,91.30795047227242,199157.7410952146,0.7358942311994505,0.31395497134324946,0.009000016864,109.63,1.121
27,106.44276127513515,197950.01712994764,0.7140217450576444,0.29077976265678945,0.009000040996,109.63,1.121
